age,стоимость_акций,contact,day,month,duration,campaign,previous,poutcome
34,456,cellular,28,aug,137,8,0,unknown
32,253,unknown,4,jun,257,3,0,unknown
36,774,cellular,3,feb,231,2,1,failure
32,-59,unknown,4,jul,192,1,0,unknown
40,-81,cellular,23,jul,186,1,0,unknown
37,0,cellular,6,may,226,1,3,other
57,0,cellular,21,nov,67,1,0,unknown
46,-3,cellular,28,aug,205,2,0,unknown
31,2488,cellular,20,apr,14,1,0,unknown
39,3,cellular,6,may,488,1,0,unknown
35,839,unknown,23,may,50,3,0,unknown
32,103,cellular,23,jul,312,1,0,unknown
44,316,cellular,21,jul,163,3,0,unknown
41,1680,unknown,2,jun,76,2,0,unknown
59,7179,cellular,5,feb,150,1,0,unknown
39,247,cellular,17,apr,244,2,0,unknown
54,8295,cellular,5,jun,207,1,0,unknown
27,261,cellular,18,may,113,1,0,unknown
51,95,cellular,23,jul,1309,4,0,unknown
33,291,cellular,25,aug,72,6,0,unknown
38,2240,cellular,19,nov,551,1,1,failure
52,0,unknown,19,jun,163,3,0,unknown
54,1295,cellular,21,jul,179,10,0,unknown
33,324,cellular,13,may,217,2,0,unknown
50,669,unknown,2,jun,88,1,0,unknown
39,4143,unknown,2,jun,21,1,0,unknown
34,2646,cellular,14,apr,142,1,0,unknown
41,618,cellular,5,feb,1056,1,0,unknown
48,541,cellular,14,may,72,1,2,other
38,434,unknown,20,may,411,1,0,unknown
34,622,unknown,21,may,145,1,0,unknown
32,0,cellular,8,may,80,2,0,unknown
48,99,unknown,28,may,344,1,0,unknown
28,290,cellular,18,may,128,1,0,unknown
47,1230,cellular,30,apr,412,1,1,success
32,45,cellular,14,may,908,3,7,other
32,923,cellular,17,apr,819,4,0,unknown
38,950,cellular,5,aug,210,2,0,unknown
86,1503,telephone,18,mar,165,3,1,other
47,65,cellular,28,aug,118,8,0,unknown
42,-679,cellular,6,may,159,1,2,failure
44,773,cellular,9,jul,618,1,0,unknown
25,10788,cellular,23,dec,102,2,2,other
34,991,cellular,6,may,89,1,1,failure
34,247,cellular,8,oct,401,2,0,unknown
53,4143,cellular,15,jul,200,3,0,unknown
42,-406,cellular,30,jul,152,5,0,unknown
30,180,cellular,14,jul,203,1,2,failure
26,-887,cellular,18,may,827,2,0,unknown
40,4157,unknown,15,may,735,1,0,unknown
34,1386,unknown,28,may,185,6,0,unknown
34,2211,unknown,8,may,149,1,0,unknown
40,-495,cellular,29,jul,303,2,0,unknown
36,27359,unknown,3,jun,71,2,0,unknown
34,440,cellular,6,may,445,2,2,failure
32,135,cellular,18,may,232,2,0,unknown
39,-735,cellular,30,jan,144,5,2,failure
36,60,cellular,19,aug,209,2,0,unknown
39,902,cellular,10,feb,691,2,5,failure
33,18347,unknown,23,may,415,1,0,unknown
34,-72,cellular,7,jul,273,5,0,unknown
42,1205,telephone,8,sep,376,2,0,unknown
46,499,cellular,31,jul,37,10,0,unknown
32,656,cellular,20,apr,148,2,0,unknown
27,100,cellular,16,jul,57,2,0,unknown
35,69,unknown,8,may,461,3,0,unknown
53,619,unknown,17,jun,198,6,0,unknown
29,192,cellular,30,jan,327,4,0,unknown
35,0,cellular,29,aug,669,6,0,unknown
49,87,cellular,29,jan,165,1,0,unknown
58,3228,cellular,19,aug,58,2,0,unknown
40,1361,cellular,29,jan,1473,1,0,unknown
19,0,cellular,11,feb,123,3,0,unknown
30,34,unknown,6,may,289,1,0,unknown
34,318,cellular,25,jul,239,5,0,unknown
60,197,cellular,7,oct,1386,1,0,unknown
28,0,cellular,28,sep,294,2,7,other
46,273,cellular,18,mar,910,2,4,success
49,15,unknown,27,may,550,7,0,unknown
59,7813,cellular,21,nov,75,1,0,unknown
44,-27,unknown,14,may,100,3,0,unknown
33,75,cellular,21,jul,204,4,0,unknown
54,1139,cellular,14,may,155,1,7,failure
26,115,unknown,4,jul,46,3,0,unknown
54,0,telephone,16,apr,1366,1,1,failure
48,7195,cellular,21,nov,609,2,0,unknown
30,-477,cellular,21,aug,1532,2,0,unknown
29,1026,cellular,12,nov,226,1,1,other
51,3921,cellular,5,may,168,1,0,unknown
53,980,cellular,3,dec,352,1,0,unknown
43,-179,cellular,30,jul,335,6,0,unknown
34,2552,cellular,25,sep,74,1,0,unknown
40,1729,cellular,12,may,85,1,0,unknown
43,434,unknown,5,may,117,1,0,unknown
33,-300,cellular,25,jul,184,1,0,unknown
66,4785,cellular,13,aug,72,3,0,unknown
44,-329,unknown,7,may,171,1,0,unknown
33,0,telephone,22,jul,44,8,0,unknown
31,391,cellular,13,aug,336,2,0,unknown
71,4657,cellular,16,feb,93,5,0,unknown
22,3472,cellular,20,oct,332,1,3,failure
46,705,cellular,4,feb,398,1,0,unknown
32,255,unknown,21,may,86,2,0,unknown
45,4365,cellular,9,feb,45,2,0,unknown
32,350,unknown,28,may,110,2,0,unknown
49,474,telephone,9,feb,152,3,1,failure
27,489,cellular,30,jul,356,4,0,unknown
46,757,unknown,16,jun,382,3,0,unknown
37,695,cellular,28,jan,233,1,0,unknown
30,-770,unknown,28,may,87,1,0,unknown
44,80,unknown,14,may,387,2,0,unknown
45,315,cellular,30,jun,103,1,0,unknown
27,213,cellular,27,mar,378,1,0,unknown
57,0,unknown,9,jun,257,2,0,unknown
66,2169,cellular,7,jul,282,1,0,unknown
40,212,unknown,7,jan,176,1,0,unknown
48,333,cellular,14,may,24,6,0,unknown
33,4404,cellular,20,nov,766,3,0,unknown
42,257,cellular,12,may,955,2,0,unknown
47,3188,cellular,3,feb,426,3,0,unknown
27,3083,unknown,29,may,244,2,0,unknown
78,226,telephone,6,nov,136,1,0,unknown
50,1260,cellular,18,nov,172,1,0,unknown
46,1410,cellular,19,nov,93,1,8,failure
41,6046,telephone,15,mar,300,6,2,success
36,980,cellular,11,nov,118,4,7,failure
49,-37,unknown,4,jul,191,2,0,unknown
46,-154,unknown,27,may,107,2,0,unknown
77,680,telephone,24,feb,513,2,7,failure
30,799,unknown,6,jun,91,18,0,unknown
43,-1164,cellular,18,jul,76,4,0,unknown
44,2523,unknown,29,may,1236,2,0,unknown
40,98,unknown,2,jun,193,5,0,unknown
38,3419,unknown,20,jun,324,5,0,unknown
25,343,cellular,1,jun,377,1,0,unknown
49,852,cellular,20,nov,408,1,0,unknown
33,50,cellular,7,may,246,2,0,unknown
40,0,cellular,26,aug,58,7,0,unknown
44,10,cellular,17,jul,196,1,0,unknown
32,950,cellular,20,apr,219,4,0,unknown
52,0,cellular,9,jul,197,1,0,unknown
35,175,cellular,7,aug,257,2,0,unknown
35,-259,cellular,29,jan,381,1,2,failure
32,6217,unknown,21,may,486,2,0,unknown
42,-1310,unknown,28,may,162,1,0,unknown
59,139,unknown,5,jun,153,1,0,unknown
44,7138,cellular,8,aug,809,2,0,unknown
50,1111,cellular,17,apr,50,1,0,unknown
27,113,cellular,22,jul,39,17,0,unknown
55,-612,cellular,26,aug,131,2,0,unknown
54,310,telephone,28,jan,526,4,3,other
31,-186,unknown,26,may,172,3,0,unknown
56,2038,cellular,8,feb,405,1,1,success
51,833,cellular,31,jul,77,3,0,unknown
61,625,unknown,19,may,158,2,0,unknown
34,105,cellular,7,may,146,2,3,failure
56,551,unknown,29,may,27,1,0,unknown
29,145,cellular,14,aug,105,1,0,unknown
34,618,unknown,3,jun,119,4,0,unknown
35,1063,cellular,16,apr,327,1,0,unknown
56,985,cellular,18,aug,150,2,0,unknown
45,2926,cellular,19,nov,482,3,2,failure
31,-449,unknown,28,may,81,2,0,unknown
37,66,cellular,18,nov,1164,2,0,unknown
43,0,cellular,17,jul,674,3,0,unknown
40,419,cellular,10,jul,347,1,0,unknown
44,4758,cellular,22,jul,712,6,0,unknown
38,-23,cellular,20,nov,48,2,0,unknown
58,1573,cellular,17,nov,279,1,0,unknown
24,77,unknown,16,may,236,2,0,unknown
53,1378,cellular,18,jul,91,2,0,unknown
36,-73,cellular,18,may,15,8,0,unknown
28,60,cellular,6,may,161,1,1,failure
45,137,unknown,16,may,187,19,0,unknown
32,1583,cellular,19,nov,100,1,1,failure
46,-121,cellular,8,jul,214,4,0,unknown
28,1065,cellular,17,apr,406,1,1,failure
51,-13,cellular,13,may,361,1,1,failure
51,1869,unknown,17,jun,30,3,0,unknown
30,4787,unknown,4,jun,99,2,0,unknown
39,-183,unknown,14,may,202,2,0,unknown
28,702,unknown,26,jun,318,2,0,unknown
31,1494,cellular,13,aug,275,12,0,unknown
31,0,unknown,12,may,59,4,0,unknown
38,46,cellular,29,aug,70,4,0,unknown
31,609,cellular,14,apr,1126,1,1,failure
74,4079,cellular,19,oct,343,3,0,unknown
40,0,cellular,23,feb,228,2,6,failure
43,7876,cellular,11,aug,209,2,0,unknown
34,925,cellular,13,apr,709,1,0,unknown
54,7010,cellular,11,mar,275,2,0,unknown
51,42,cellular,12,may,51,2,3,failure
33,285,unknown,3,jul,267,1,0,unknown
41,0,unknown,20,jun,95,1,0,unknown
33,3170,cellular,28,oct,246,2,0,unknown
48,8,cellular,7,jul,46,1,0,unknown
42,216,cellular,8,may,144,3,0,unknown
35,2975,cellular,8,aug,249,2,0,unknown
25,894,unknown,28,may,328,1,0,unknown
38,490,unknown,25,aug,17,1,0,unknown
45,245,unknown,14,may,126,3,0,unknown
59,0,cellular,31,jul,52,8,0,unknown
47,150,unknown,9,jun,52,1,0,unknown
33,4,cellular,16,jul,285,5,0,unknown
59,1727,telephone,25,may,500,4,2,failure
41,664,cellular,15,jul,955,5,0,unknown
42,473,cellular,7,jul,216,5,0,unknown
51,0,cellular,28,aug,84,7,0,unknown
45,-192,cellular,6,may,138,3,0,unknown
30,1942,cellular,21,nov,436,2,3,other
33,5137,cellular,6,may,123,1,0,unknown
43,13044,cellular,18,aug,36,4,0,unknown
37,1053,unknown,16,jun,405,3,0,unknown
73,154,cellular,15,oct,103,1,0,unknown
43,625,unknown,30,sep,175,1,0,unknown
52,255,cellular,10,jul,374,3,0,unknown
44,529,unknown,4,jun,129,4,0,unknown
56,318,telephone,9,jul,246,3,0,unknown
21,1903,unknown,29,may,107,2,0,unknown
43,1937,unknown,19,jun,385,1,0,unknown
54,3859,cellular,20,nov,104,3,0,unknown
59,4198,cellular,14,jan,309,1,10,success
52,230,cellular,6,may,198,2,2,failure
31,747,unknown,26,may,543,2,0,unknown
53,263,cellular,18,jul,143,7,0,unknown
24,-46,unknown,19,may,23,1,0,unknown
57,0,unknown,30,jun,104,2,0,unknown
48,568,cellular,2,sep,378,2,1,success
57,1469,cellular,17,nov,364,1,0,unknown
51,18,cellular,25,jul,363,6,0,unknown
50,201,cellular,24,jul,248,1,0,unknown
34,1412,unknown,27,may,157,2,0,unknown
43,-93,unknown,26,may,402,2,0,unknown
31,-331,unknown,23,may,203,5,0,unknown
29,486,cellular,6,may,422,1,1,failure
39,694,cellular,21,nov,44,1,0,unknown
36,2806,unknown,30,may,358,4,0,unknown
38,0,cellular,6,feb,39,2,0,unknown
56,2959,telephone,18,may,325,1,0,unknown
41,22,cellular,18,nov,238,3,4,other
47,1167,cellular,30,apr,968,1,5,failure
38,35,cellular,17,apr,156,1,3,failure
80,8304,telephone,6,apr,681,1,11,success
37,4760,cellular,20,nov,187,2,0,unknown
44,-1313,cellular,15,may,104,10,0,unknown
33,697,cellular,6,feb,860,2,0,unknown
53,230,cellular,13,aug,112,2,0,unknown
69,473,cellular,7,jul,112,1,1,failure
46,1427,unknown,14,may,32,3,0,unknown
30,201,cellular,17,mar,325,2,0,unknown
31,1086,cellular,20,nov,410,1,0,unknown
38,4335,cellular,20,nov,640,1,0,unknown
34,44,unknown,9,jun,118,1,0,unknown
48,286,cellular,30,jul,166,2,0,unknown
46,216,cellular,2,feb,173,1,0,unknown
42,214,unknown,28,may,21,24,0,unknown
41,343,unknown,14,may,89,7,0,unknown
33,-77,cellular,28,jul,151,3,0,unknown
39,1046,unknown,19,jun,112,4,0,unknown
27,1566,cellular,30,jan,164,5,0,unknown
26,592,telephone,29,jan,145,2,1,other
38,104,cellular,6,may,606,3,0,unknown
48,0,unknown,26,may,105,1,0,unknown
54,-22,cellular,9,jul,85,1,0,unknown
51,0,cellular,18,jul,439,3,0,unknown
47,72,unknown,29,may,278,1,0,unknown
53,100,cellular,13,aug,205,4,0,unknown
35,319,cellular,16,jul,221,1,0,unknown
58,9339,telephone,18,nov,52,3,3,other
52,50,unknown,12,jun,84,3,0,unknown
57,32,cellular,15,may,476,3,0,unknown
52,6922,cellular,20,nov,371,1,0,unknown
35,633,cellular,17,apr,128,3,0,unknown
48,4265,unknown,13,may,220,2,0,unknown
46,2262,telephone,14,jul,44,14,0,unknown
39,1970,unknown,8,jun,30,1,2,success
38,1513,cellular,7,may,330,1,1,failure
34,4659,unknown,30,aug,28,1,0,unknown
47,668,cellular,12,may,908,1,0,unknown
35,649,cellular,16,apr,177,1,0,unknown
46,452,unknown,9,may,113,4,0,unknown
27,-145,telephone,15,may,289,8,0,unknown
31,-498,cellular,21,jul,357,1,0,unknown
31,0,cellular,28,aug,38,16,0,unknown
46,22,cellular,7,aug,414,4,0,unknown
31,2304,cellular,20,nov,257,2,0,unknown
33,1412,unknown,19,aug,480,1,0,unknown
42,145,cellular,20,aug,252,2,0,unknown
33,4897,unknown,20,may,151,1,0,unknown
40,1832,cellular,6,feb,213,4,0,unknown
51,3726,cellular,27,aug,119,12,0,unknown
31,591,cellular,21,nov,161,2,0,unknown
62,0,cellular,13,nov,227,2,0,unknown
24,508,telephone,18,may,12,3,1,other
48,817,cellular,14,jan,517,1,4,success
41,348,cellular,7,may,225,2,2,failure
43,291,unknown,9,may,150,2,0,unknown
52,3554,cellular,8,jul,89,1,0,unknown
54,781,unknown,9,may,103,2,0,unknown
32,267,cellular,26,may,128,1,0,unknown
38,1327,cellular,20,nov,277,1,0,unknown
41,-306,unknown,15,may,500,1,0,unknown
31,864,telephone,14,may,113,2,0,unknown
35,1265,cellular,15,may,326,5,4,failure
26,0,unknown,27,may,755,1,0,unknown
52,214,cellular,29,aug,161,3,0,unknown
58,425,cellular,17,nov,100,1,0,unknown
57,3,cellular,4,aug,142,2,0,unknown
34,0,unknown,8,may,214,2,0,unknown
59,0,cellular,18,nov,167,2,0,unknown
27,282,cellular,9,jul,676,5,0,unknown
42,0,cellular,9,jul,236,1,0,unknown
47,3727,unknown,12,jun,993,6,0,unknown
33,0,cellular,28,jul,83,12,0,unknown
31,864,cellular,6,may,100,1,0,unknown
37,4089,cellular,2,feb,289,2,4,other
29,-478,cellular,8,jul,528,2,0,unknown
38,-363,unknown,12,jun,340,2,0,unknown
35,8883,cellular,21,nov,33,3,0,unknown
31,1970,telephone,17,apr,284,3,0,unknown
62,1859,telephone,6,aug,245,3,0,unknown
32,1059,cellular,17,apr,115,1,0,unknown
31,388,unknown,5,may,730,2,0,unknown
51,602,cellular,11,may,347,1,2,failure
29,0,cellular,17,jul,58,1,0,unknown
43,255,cellular,17,jul,180,1,0,unknown
36,63,unknown,2,jun,56,8,0,unknown
34,712,unknown,2,jun,326,3,0,unknown
29,57,telephone,21,jul,342,9,0,unknown
57,523,cellular,2,feb,49,6,0,unknown
43,422,cellular,12,aug,110,1,0,unknown
33,386,cellular,12,nov,253,1,4,failure
60,3387,cellular,14,aug,636,2,0,unknown
51,260,cellular,19,aug,137,2,0,unknown
40,-1,cellular,7,jul,173,1,0,unknown
51,1490,cellular,18,jul,227,2,0,unknown
38,497,unknown,19,may,88,5,0,unknown
35,1707,unknown,2,jun,426,3,0,unknown
47,826,telephone,18,nov,195,3,8,other
45,907,cellular,18,aug,230,8,0,unknown
40,1836,cellular,12,may,750,2,0,unknown
29,404,cellular,30,jan,413,3,0,unknown
52,907,unknown,4,jun,104,2,0,unknown
26,18,cellular,5,may,138,1,0,unknown
31,-495,unknown,29,may,334,2,0,unknown
55,1210,unknown,30,may,868,1,0,unknown
35,819,telephone,14,jul,102,14,0,unknown
56,442,unknown,28,may,77,3,0,unknown
28,-46,cellular,1,sep,199,1,14,success
27,671,unknown,7,may,332,2,0,unknown
30,371,cellular,7,aug,124,2,0,unknown
51,-3,cellular,25,aug,91,9,0,unknown
33,11,cellular,4,may,104,3,0,unknown
32,33,cellular,18,may,125,1,4,failure
43,104,cellular,18,jul,635,3,0,unknown
46,174,cellular,15,jul,90,1,0,unknown
32,3107,cellular,25,jul,310,1,0,unknown
40,1438,cellular,6,may,207,1,2,failure
39,1367,unknown,12,jun,43,1,0,unknown
51,-11,telephone,16,jul,126,4,0,unknown
46,1693,cellular,25,jan,137,1,1,success
43,778,unknown,15,may,284,5,0,unknown
36,837,cellular,28,aug,68,6,0,unknown
48,363,cellular,18,nov,67,1,0,unknown
26,236,cellular,18,may,8,2,0,unknown
39,0,cellular,11,may,62,1,0,unknown
47,-50,cellular,7,jul,175,1,0,unknown
23,4,unknown,13,may,395,2,0,unknown
54,26306,cellular,11,feb,27,1,3,failure
38,46,unknown,6,may,195,1,0,unknown
33,575,cellular,4,feb,254,2,0,unknown
35,148,cellular,8,jul,199,1,0,unknown
52,431,cellular,26,aug,73,17,0,unknown
25,777,unknown,14,may,351,1,0,unknown
29,199,unknown,7,may,1689,4,0,unknown
35,3552,cellular,21,nov,267,1,0,unknown
49,47,unknown,5,may,234,2,0,unknown
41,3823,cellular,26,apr,234,10,0,unknown
32,138,cellular,20,aug,94,4,0,unknown
29,1117,unknown,8,may,77,2,0,unknown
28,1325,cellular,15,may,242,1,0,unknown
59,0,cellular,18,jul,247,4,0,unknown
34,4343,unknown,9,jun,85,4,0,unknown
55,1598,cellular,22,aug,607,4,0,unknown
34,3301,cellular,17,jun,485,2,4,failure
24,822,cellular,27,oct,184,1,2,failure
42,-280,unknown,26,may,258,1,0,unknown
34,1534,cellular,16,apr,156,1,7,other
34,1671,unknown,21,may,160,1,0,unknown
51,2007,unknown,16,jun,1021,1,0,unknown
58,0,cellular,31,jul,5,25,0,unknown
44,2776,cellular,27,jan,701,1,0,unknown
33,139,cellular,18,may,732,2,5,failure
34,573,cellular,10,aug,122,1,0,unknown
34,475,unknown,7,may,559,1,0,unknown
42,47,unknown,8,may,141,1,0,unknown
46,2154,cellular,21,jul,87,4,0,unknown
31,96,cellular,5,feb,577,1,0,unknown
39,83,cellular,11,jul,193,2,0,unknown
34,6766,cellular,28,aug,210,5,0,unknown
47,3973,cellular,6,aug,732,2,0,unknown
42,372,unknown,6,may,121,2,0,unknown
48,-552,cellular,21,nov,150,2,0,unknown
30,48,cellular,21,nov,140,1,0,unknown
38,7696,cellular,20,nov,386,2,0,unknown
24,4500,cellular,11,may,733,2,0,unknown
34,1,cellular,19,nov,108,1,0,unknown
46,46,cellular,17,nov,80,1,1,failure
32,-18,unknown,12,may,155,3,0,unknown
46,451,cellular,13,may,389,4,0,unknown
26,479,cellular,9,feb,133,3,0,unknown
42,0,cellular,21,nov,328,6,0,unknown
50,1130,cellular,23,jul,119,2,0,unknown
41,389,unknown,16,jun,87,6,0,unknown
34,10,cellular,18,nov,162,1,3,failure
32,401,unknown,15,may,294,2,0,unknown
58,145,cellular,16,jul,128,2,0,unknown
45,115,cellular,6,may,108,1,0,unknown
28,89,cellular,6,feb,172,2,0,unknown
35,94,unknown,14,may,208,5,0,unknown
39,1438,unknown,20,may,212,2,0,unknown
49,780,cellular,8,nov,148,1,2,failure
50,207,cellular,4,feb,99,1,0,unknown
37,238,cellular,3,feb,185,1,1,success
45,2433,cellular,6,aug,133,2,0,unknown
30,1924,cellular,6,feb,170,1,0,unknown
48,-471,unknown,19,may,668,7,0,unknown
36,1531,cellular,8,may,81,3,1,failure
41,764,cellular,12,jun,230,2,0,unknown
55,383,unknown,5,may,287,1,0,unknown
70,3782,cellular,16,mar,618,1,0,unknown
41,326,cellular,5,may,788,1,0,unknown
47,691,cellular,6,feb,285,6,0,unknown
34,0,cellular,21,aug,163,2,0,unknown
33,99,cellular,8,jul,159,1,0,unknown
58,502,cellular,12,may,197,2,3,failure
51,-15,cellular,25,jul,212,2,0,unknown
45,1929,unknown,29,may,44,15,0,unknown
55,0,cellular,23,sep,180,2,3,success
30,185,unknown,26,jun,11,1,0,unknown
33,-424,unknown,26,may,863,1,0,unknown
27,0,unknown,7,may,388,7,0,unknown
59,319,unknown,5,may,143,3,0,unknown
34,171,cellular,7,may,191,1,1,failure
47,-1148,unknown,27,may,62,2,0,unknown
44,-11,unknown,9,may,13,1,0,unknown
35,0,cellular,13,may,1073,1,0,unknown
45,-206,cellular,6,may,337,2,0,unknown
42,704,telephone,31,jul,88,10,0,unknown
38,1931,cellular,2,jun,167,1,10,other
34,943,cellular,29,aug,96,4,0,unknown
35,327,cellular,13,apr,537,3,0,unknown
29,-105,unknown,27,may,5,3,0,unknown
58,983,cellular,5,aug,139,1,0,unknown
44,787,unknown,30,may,570,2,0,unknown
45,0,cellular,29,jul,100,3,0,unknown
43,3060,unknown,15,may,253,2,0,unknown
44,5780,cellular,1,apr,525,2,0,unknown
30,790,cellular,20,aug,696,3,0,unknown
38,1449,unknown,26,may,535,6,0,unknown
50,1412,cellular,6,aug,131,3,0,unknown
21,681,unknown,20,aug,6,1,0,unknown
38,228,cellular,5,feb,105,1,0,unknown
42,0,unknown,19,jun,370,1,0,unknown
45,2087,cellular,29,aug,29,14,0,unknown
34,2,cellular,5,may,184,1,6,failure
48,197,cellular,3,feb,47,2,3,other
34,0,unknown,2,jul,193,4,0,unknown
32,1905,cellular,16,jul,709,2,0,unknown
35,118,cellular,6,aug,358,2,0,unknown
39,2644,unknown,20,may,253,1,0,unknown
36,16430,unknown,6,jun,197,3,0,unknown
35,13,cellular,22,aug,94,2,0,unknown
57,14,cellular,22,jul,445,2,0,unknown
28,769,cellular,15,may,153,1,2,failure
43,3485,unknown,18,jun,113,1,0,unknown
57,139,cellular,17,aug,80,1,0,unknown
34,202,unknown,15,may,318,1,0,unknown
36,6,cellular,27,jan,100,1,1,failure
47,2515,unknown,20,jun,40,3,0,unknown
36,5195,unknown,2,jun,55,25,0,unknown
33,2098,cellular,20,nov,67,1,0,unknown
57,320,cellular,7,aug,76,2,0,unknown
57,3431,unknown,16,may,73,1,0,unknown
34,50,unknown,20,may,89,2,0,unknown
51,370,cellular,19,aug,109,3,0,unknown
54,-182,cellular,9,jul,98,1,0,unknown
52,1623,unknown,5,jun,21,17,0,unknown
43,13342,cellular,18,nov,465,1,0,unknown
58,6570,cellular,21,jul,106,3,0,unknown
53,225,cellular,20,apr,304,1,1,failure
44,-665,cellular,30,jul,342,3,0,unknown
29,0,unknown,16,may,16,25,0,unknown
27,54,unknown,28,may,543,2,0,unknown
35,46,cellular,8,jul,338,3,0,unknown
40,2,cellular,22,aug,197,5,0,unknown
34,103,unknown,8,may,956,2,0,unknown
38,883,cellular,12,may,95,1,9,other
32,55,unknown,15,may,546,9,0,unknown
41,8238,unknown,30,may,124,4,0,unknown
25,913,cellular,7,jul,113,4,0,unknown
38,595,cellular,7,may,245,3,0,unknown
26,7,cellular,22,jul,188,2,0,unknown
37,1661,cellular,19,aug,199,5,0,unknown
30,102,cellular,5,apr,470,7,3,other
36,338,unknown,14,may,90,1,0,unknown
33,3132,unknown,23,may,350,5,0,unknown
33,490,cellular,7,may,31,1,2,failure
35,2682,cellular,9,jul,156,1,0,unknown
24,0,unknown,27,may,299,1,0,unknown
29,596,cellular,30,jan,510,2,0,unknown
54,2059,cellular,25,aug,177,4,0,unknown
27,132,cellular,13,oct,123,2,0,unknown
34,0,cellular,2,feb,270,1,0,unknown
39,385,unknown,16,may,225,4,0,unknown
38,223,cellular,28,jan,63,1,0,unknown
37,0,unknown,3,jun,247,13,0,unknown
26,512,cellular,30,jan,206,5,3,failure
36,1169,unknown,6,may,168,2,0,unknown
35,71,unknown,21,may,836,12,0,unknown
30,940,cellular,8,aug,131,2,0,unknown
25,-80,unknown,3,jun,89,1,0,unknown
34,0,cellular,29,aug,116,4,0,unknown
52,1317,unknown,12,jun,58,1,0,unknown
39,179,unknown,6,sep,36,1,0,unknown
34,1007,cellular,21,jul,240,2,0,unknown
34,0,cellular,22,aug,132,4,0,unknown
30,1286,cellular,17,jul,544,1,0,unknown
33,804,unknown,8,may,266,1,0,unknown
30,4,cellular,4,feb,443,2,0,unknown
51,0,cellular,10,jul,324,1,0,unknown
36,417,cellular,6,feb,15,10,3,failure
48,1678,cellular,28,jan,263,2,0,unknown
37,532,unknown,11,jun,199,1,0,unknown
58,407,cellular,29,jul,145,2,0,unknown
56,659,cellular,2,jun,56,1,0,unknown
34,393,cellular,5,may,11,9,0,unknown
33,661,cellular,18,nov,411,1,2,other
26,0,cellular,29,jul,165,23,0,unknown
40,838,unknown,12,may,619,3,0,unknown
35,195,cellular,17,apr,203,1,0,unknown
45,68,unknown,7,may,254,1,0,unknown
37,-242,cellular,13,aug,1149,6,0,unknown
35,321,unknown,9,may,189,1,0,unknown
43,3403,cellular,12,nov,707,2,2,success
28,8,cellular,15,may,196,1,0,unknown
32,739,unknown,9,may,171,1,0,unknown
26,622,cellular,28,jan,1451,2,0,unknown
35,152,unknown,2,jun,563,1,0,unknown
35,2,cellular,11,aug,239,4,0,unknown
39,1439,telephone,28,jul,73,6,0,unknown
42,1491,cellular,6,may,203,2,2,failure
32,6402,cellular,6,may,158,1,1,success
30,1210,cellular,9,jul,100,4,0,unknown
26,122,cellular,8,jul,160,1,0,unknown
30,0,cellular,19,nov,661,1,0,unknown
32,62,cellular,14,may,166,1,0,unknown
47,3333,cellular,29,jul,114,2,0,unknown
33,16992,unknown,29,may,58,1,0,unknown
57,23,telephone,31,jul,25,8,0,unknown
35,0,cellular,7,may,121,2,0,unknown
53,6072,unknown,16,jun,226,4,0,unknown
24,366,unknown,16,may,234,2,0,unknown
54,0,cellular,10,jul,88,1,0,unknown
31,1343,unknown,21,may,85,1,0,unknown
41,2105,cellular,18,nov,134,1,0,unknown
44,2319,cellular,4,aug,251,3,0,unknown
35,35,cellular,14,may,152,1,0,unknown
30,877,cellular,13,aug,202,1,5,failure
43,30,unknown,30,may,379,17,0,unknown
51,-2082,cellular,28,jul,123,6,0,unknown
60,89,cellular,30,apr,156,2,0,unknown
43,104,unknown,17,jun,332,1,0,unknown
31,1750,telephone,14,may,90,3,0,unknown
56,772,telephone,20,nov,291,1,0,unknown
42,1048,telephone,6,feb,23,2,0,unknown
52,592,cellular,21,jul,122,2,0,unknown
40,0,cellular,26,jul,105,2,1,failure
36,3064,telephone,11,may,1143,4,0,unknown
40,33,unknown,26,may,70,3,0,unknown
46,0,cellular,8,may,264,2,0,unknown
32,1649,cellular,27,may,204,2,0,unknown
31,287,cellular,19,nov,182,1,0,unknown
41,0,cellular,17,nov,386,2,0,unknown
58,419,unknown,5,jun,295,3,0,unknown
36,257,cellular,12,may,86,2,0,unknown
52,118,cellular,28,aug,16,20,0,unknown
42,251,cellular,20,aug,413,2,0,unknown
32,1731,unknown,29,may,323,3,0,unknown
62,0,cellular,13,oct,78,3,0,unknown
31,23,cellular,25,aug,121,3,0,unknown
41,-386,cellular,20,nov,477,1,0,unknown
34,5498,cellular,19,nov,265,1,0,unknown
44,5063,cellular,27,oct,418,2,0,unknown
42,7041,cellular,28,jul,386,4,0,unknown
37,654,unknown,19,may,594,2,0,unknown
47,1890,cellular,8,jul,161,1,0,unknown
32,2400,cellular,5,feb,450,3,0,unknown
46,519,cellular,25,aug,217,6,0,unknown
39,1190,cellular,8,aug,136,1,0,unknown
28,229,unknown,9,may,322,1,0,unknown
26,203,cellular,16,nov,104,1,1,failure
52,1818,cellular,17,nov,189,2,4,failure
42,1289,cellular,15,jul,250,4,2,failure
33,39,cellular,19,aug,123,5,0,unknown
73,796,cellular,23,oct,427,1,2,failure
35,57,cellular,8,jul,632,2,0,unknown
40,1548,cellular,13,apr,101,3,0,unknown
51,117,cellular,24,aug,467,2,4,other
37,0,cellular,16,apr,640,2,0,unknown
